,Date,URM,LRM,Distance,Year
636,9/21/2010,93.5,74,19.5,2010
637,9/21/2010,157.5,152.5,5,2010
638,9/22/2010,91.5,74,17.5,2010
639,9/22/2010,156,152.5,3.5,2010
640,9/23/2010,90,74,16,2010
641,9/24/2010,81,74,7,2010
642,9/3/2010,81.5,74,7.5,2010
643,9/3/2010,155.5,152.5,3,2010
644,9/4/2010,79,74,5,2010
645,9/4/2010,157.5,152.5,5,2010
646,9/5/2010,81,74,7,2010
647,9/5/2010,157.5,152.5,5,2010
648,9/6/2010,84,74,10,2010
649,9/6/2010,158,152.5,5.5,2010
650,9/7/2010,88,74,14,2010
651,9/7/2010,158.5,152.5,6,2010
652,9/8/2010,90.5,74,16.5,2010
653,9/8/2010,158.5,152.5,6,2010
654,9/9/2010,91,74,17,2010
655,9/9/2010,158.5,152.5,6,2010
656,10/1/2011,94,74,20,2011
657,10/1/2011,163,152,11,2011
658,10/18/2011,154.5,153.5,1,2011
659,10/19/2011,162,152.5,9.5,2011
660,10/2/2011,94.5,74,20.5,2011
661,10/2/2011,163,152,11,2011
662,10/20/2011,161,152.5,8.5,2011
663,10/21/2011,161,152.5,8.5,2011
664,10/22/2011,87,74,13,2011
665,10/22/2011,162.5,152.5,10,2011
666,10/23/2011,84.5,74,10.5,2011
667,10/23/2011,160,152.5,7.5,2011
668,10/24/2011,87,74,13,2011
669,10/24/2011,159.5,152.5,7,2011
670,10/25/2011,87,74,13,2011
671,10/25/2011,162,152.5,9.5,2011
672,10/26/2011,86.5,74,12.5,2011
673,10/26/2011,163,152.5,10.5,2011
674,10/27/2011,86.5,74,12.5,2011
675,10/27/2011,163.5,152.5,11,2011
676,10/28/2011,84,74,10,2011
677,10/28/2011,161,152.5,8.5,2011
678,10/29/2011,83.5,74,9.5,2011
679,10/29/2011,154.5,152.5,2,2011
680,10/3/2011,94.5,74,20.5,2011
681,10/3/2011,152,152,0,2011
682,10/30/2011,79.5,74,5.5,2011
683,10/31/2011,78.5,74,4.5,2011
684,10/4/2011,94,74,20,2011
685,10/4/2011,163,152,11,2011
686,10/5/2011,94.5,74,20.5,2011
687,10/5/2011,152.5,152.5,0,2011
688,10/6/2011,155,152,3,2011
689,10/7/2011,155,152.5,2.5,2011
690,10/8/2011,153.5,152.5,1,2011
691,4/22/2011,81.5,74,7.5,2011
692,4/23/2011,79.5,74,5.5,2011
693,4/24/2011,75,74,1,2011
694,4/25/2011,74,74,0,2011
695,6/25/2011,79,74,5,2011
696,6/26/2011,82,74,8,2011
697,6/27/2011,83,74,9,2011
698,6/28/2011,84.5,74,10.5,2011
699,6/29/2011,87,74,13,2011
700,6/30/2011,89.5,74,15.5,2011
701,7/1/2011,92.5,74,18.5,2011
702,7/10/2011,98.5,74,24.5,2011
703,7/10/2011,154,152.5,1.5,2011
704,7/11/2011,99,74,25,2011
705,7/11/2011,154.5,152.5,2,2011
706,7/12/2011,99,74,25,2011
707,7/12/2011,154.5,152.5,2,2011
708,7/13/2011,99,74,25,2011
709,7/13/2011,154.5,152.5,2,2011
710,7/14/2011,99,74,25,2011
711,7/15/2011,99,74,25,2011
712,7/15/2011,154,153.5,0.5,2011
713,7/16/2011,99,74,25,2011
714,7/16/2011,155.5,152.5,3,2011
715,7/17/2011,99,74,25,2011
716,7/17/2011,156,152.5,3.5,2011
717,7/18/2011,99,74,25,2011
718,7/18/2011,156,152.5,3.5,2011
719,7/19/2011,99,74,25,2011
720,7/19/2011,157.5,152.5,5,2011
721,7/2/2011,94,74,20,2011
722,7/20/2011,99,74,25,2011
723,7/20/2011,158,152.5,5.5,2011
724,7/21/2011,99,74,25,2011
725,7/21/2011,158,152,6,2011
726,7/22/2011,99,74,25,2011
727,7/22/2011,157.5,152.5,5,2011
728,7/23/2011,99,74,25,2011
729,7/23/2011,157.5,152,5.5,2011
730,7/24/2011,99,74,25,2011
731,7/24/2011,156,152,4,2011
732,7/25/2011,99,74,25,2011
733,7/25/2011,154,152.5,1.5,2011
734,7/26/2011,99,74,25,2011
735,7/27/2011,100.5,74,26.5,2011
736,7/3/2011,95.5,74,21.5,2011
737,7/30/2011,156,153,3,2011
738,7/31/2011,155.5,152.5,3,2011
739,7/4/2011,95.5,74,21.5,2011
740,7/5/2011,96.5,74,22.5,2011
741,7/6/2011,97.5,74,23.5,2011
742,7/7/2011,98,74,24,2011
743,7/8/2011,98,74,24,2011
744,7/9/2011,98,74,24,2011
745,7/9/2011,154,153.5,0.5,2011
746,8/1/2011,155,152,3,2011
747,8/10/2011,159,152,7,2011
748,8/11/2011,92.5,74,18.5,2011
749,8/11/2011,161,152,9,2011
750,8/12/2011,98.5,74,24.5,2011
751,8/12/2011,152,152,0,2011
752,8/13/2011,98.5,74,24.5,2011
753,8/13/2011,164,152,12,2011
754,8/14/2011,98.5,74,24.5,2011
755,8/14/2011,165,152,13,2011
756,8/15/2011,100,74,26,2011
757,8/15/2011,152.5,152.5,0,2011
758,8/16/2011,100.5,74,26.5,2011
759,8/16/2011,158.5,152.5,6,2011
760,8/17/2011,101,74,27,2011
761,8/17/2011,159.5,152.5,7,2011
762,8/18/2011,101,74,27,2011
763,8/18/2011,159,152.5,6.5,2011
764,8/19/2011,84,74,10,2011
765,8/19/2011,155,152.5,2.5,2011
766,8/20/2011,154.5,152.5,2,2011
767,8/30/2011,163,152.5,10.5,2011
768,8/8/2011,157.5,152.5,5,2011
769,8/9/2011,158.5,152.5,6,2011
770,9/1/2011,164,152.5,11.5,2011
771,9/10/2011,163,152.5,10.5,2011
772,9/11/2011,163,152.5,10.5,2011
773,9/13/2011,163,152.5,10.5,2011
774,9/15/2011,162.5,152.5,10,2011
775,9/16/2011,159.5,152.5,7,2011
776,9/17/2011,162,152.5,9.5,2011
777,9/18/2011,160,152.5,7.5,2011
778,9/19/2011,159,152.5,6.5,2011
779,9/2/2011,165,152.5,12.5,2011
780,9/20/2011,162,152.5,9.5,2011
781,9/21/2011,162,152.5,9.5,2011
782,9/22/2011,162,152.5,9.5,2011
783,9/23/2011,162,152.5,9.5,2011
784,9/24/2011,162.5,152.5,10,2011
785,9/25/2011,162.5,152.5,10,2011
786,9/27/2011,79,77.5,1.5,2011
787,9/27/2011,163,152,11,2011
788,9/28/2011,84,74,10,2011
789,9/28/2011,163,152,11,2011
790,9/29/2011,93.5,74,19.5,2011
791,9/29/2011,163,152.5,10.5,2011
792,9/3/2011,165,152.5,12.5,2011
793,9/30/2011,93.5,74,19.5,2011
794,9/30/2011,152,152,0,2011
795,9/4/2011,165,152.5,12.5,2011
796,9/5/2011,163.5,152.5,11,2011
797,9/6/2011,165,152.5,12.5,2011
798,9/7/2011,163,152.5,10.5,2011
799,9/8/2011,163,152.5,10.5,2011
800,10/1/2012,100.5,74,26.5,2012
801,10/1/2012,137.5,132,5.5,2012
802,10/1/2012,164.5,151.5,13,2012
803,10/10/2012,100.5,74,26.5,2012
804,10/10/2012,137.5,132,5.5,2012
805,10/10/2012,167.5,151,16.5,2012
806,10/11/2012,100.5,74,26.5,2012
807,10/11/2012,137.5,132,5.5,2012
808,10/11/2012,167.5,151,16.5,2012
809,10/12/2012,100.5,74,26.5,2012
810,10/12/2012,137.5,132,5.5,2012
811,10/12/2012,167.5,151,16.5,2012
812,10/13/2012,99.5,74,25.5,2012
813,10/13/2012,137.5,132,5.5,2012
814,10/13/2012,167.5,151,16.5,2012
815,10/14/2012,99.5,74,25.5,2012
816,10/14/2012,137.5,132,5.5,2012
817,10/14/2012,167.5,151,16.5,2012
818,10/15/2012,99.5,74,25.5,2012
819,10/15/2012,137.5,132,5.5,2012
820,10/15/2012,167.5,152.5,15,2012
821,10/16/2012,87.5,74,13.5,2012
822,10/16/2012,137,132,5,2012
823,10/16/2012,165,151.5,13.5,2012
824,10/17/2012,86,74,12,2012
825,10/17/2012,137,132,5,2012
826,10/17/2012,164.5,151.5,13,2012
827,10/18/2012,92.5,74,18.5,2012
828,10/18/2012,137,132,5,2012
829,10/18/2012,163.5,151.5,12,2012
830,10/19/2012,92.5,74,18.5,2012
831,10/19/2012,137,132,5,2012
832,10/19/2012,163.5,151.5,12,2012
833,10/2/2012,100.5,74,26.5,2012
834,10/2/2012,137.5,132,5.5,2012
835,10/2/2012,164.5,151.5,13,2012
836,10/20/2012,92.5,74,18.5,2012
837,10/20/2012,136.5,133,3.5,2012
838,10/20/2012,163.5,151.5,12,2012
839,10/21/2012,91,74,17,2012
840,10/21/2012,136.5,133,3.5,2012
841,10/21/2012,163,151.5,11.5,2012
842,10/22/2012,91,74,17,2012
843,10/22/2012,136.5,133,3.5,2012
844,10/22/2012,163,151.5,11.5,2012
845,10/23/2012,91,74,17,2012
846,10/23/2012,136.5,133,3.5,2012
847,10/23/2012,163,151.5,11.5,2012
848,10/24/2012,90,74,16,2012
849,10/24/2012,136.5,133,3.5,2012
850,10/24/2012,163,151.5,11.5,2012
851,10/25/2012,88,74,14,2012
852,10/25/2012,136.5,133,3.5,2012
853,10/25/2012,163,151.5,11.5,2012
854,10/26/2012,87.5,74,13.5,2012
855,10/26/2012,136.5,133,3.5,2012
856,10/26/2012,163,151.5,11.5,2012
857,10/27/2012,87.5,74,13.5,2012
858,10/27/2012,136,133,3,2012
859,10/27/2012,162.5,151.5,11,2012
860,10/28/2012,87.5,74,13.5,2012
861,10/28/2012,136,133,3,2012
862,10/28/2012,162,151.5,10.5,2012
863,10/29/2012,87.5,74,13.5,2012
864,10/29/2012,136,133,3,2012
865,10/29/2012,161,152.5,8.5,2012
866,10/3/2012,100.5,74,26.5,2012
867,10/3/2012,137.5,132,5.5,2012
868,10/3/2012,164.5,151.5,13,2012
869,10/30/2012,87,74,13,2012
870,10/30/2012,135.5,133,2.5,2012
871,10/30/2012,161.5,152.5,9,2012
872,10/31/2012,87,74,13,2012
873,10/31/2012,135,133,2,2012
874,10/31/2012,161,152,9,2012
875,10/4/2012,100.5,74,26.5,2012
876,10/4/2012,137.5,132,5.5,2012
877,10/4/2012,164.5,151.5,13,2012
878,10/5/2012,100.5,74,26.5,2012
879,10/5/2012,138,132,6,2012
880,10/5/2012,164,151,13,2012
881,10/6/2012,100.5,74,26.5,2012
882,10/6/2012,138,132,6,2012
883,10/6/2012,164,151,13,2012
884,10/7/2012,100.5,74,26.5,2012
885,10/7/2012,137.5,132,5.5,2012
886,10/7/2012,164,151,13,2012
887,10/8/2012,100.5,74,26.5,2012
888,10/8/2012,137.5,132,5.5,2012
889,10/8/2012,163.5,151,12.5,2012
890,10/9/2012,100.5,74,26.5,2012
891,10/9/2012,137.5,132,5.5,2012
892,10/9/2012,167,151,16,2012
893,6/16/2012,81.5,74,7.5,2012
894,6/17/2012,81.5,74,7.5,2012
895,6/18/2012,81.5,74,7.5,2012
896,6/19/2012,83,74,9,2012
897,6/20/2012,84,74,10,2012
898,6/21/2012,86.5,74,12.5,2012
899,6/22/2012,85.5,74,11.5,2012
900,6/23/2012,89,74,15,2012
901,6/24/2012,89.5,74,15.5,2012
902,6/25/2012,91,74,17,2012
903,6/26/2012,91,74,17,2012
904,6/27/2012,91.5,74,17.5,2012
905,6/28/2012,93,74,19,2012
906,6/29/2012,94.5,74,20.5,2012
907,6/30/2012,96,74,22,2012
908,7/1/2012,96,74,22,2012
909,7/11/2012,154,153.5,0.5,2012
910,7/15/2012,153.5,153.5,0,2012
911,7/16/2012,156.5,152.5,4,2012
912,7/17/2012,157.5,152,5.5,2012
913,7/18/2012,158.5,152.5,6,2012
914,7/19/2012,158.5,152,6.5,2012
915,7/2/2012,96.5,74,22.5,2012
916,7/20/2012,81.5,74,7.5,2012
917,7/20/2012,137,133,4,2012
918,7/20/2012,158.5,151.5,7,2012
919,7/21/2012,90,74,16,2012
920,7/21/2012,136,133,3,2012
921,7/21/2012,159,151.5,7.5,2012
922,7/22/2012,96,74,22,2012
923,7/22/2012,138,133,5,2012
924,7/22/2012,162,151,11,2012
925,7/23/2012,96,74,22,2012
926,7/23/2012,137,133,4,2012
927,7/23/2012,162,151,11,2012
928,7/24/2012,98.5,74,24.5,2012
929,7/24/2012,137,133,4,2012
930,7/24/2012,162,151,11,2012
931,7/25/2012,99,74,25,2012
932,7/25/2012,138,133,5,2012
933,7/25/2012,162,162,0,2012
934,7/26/2012,101.5,74,27.5,2012
935,7/26/2012,137,133,4,2012
936,7/27/2012,101.5,74,27.5,2012
937,7/27/2012,135.5,133,2.5,2012
938,7/28/2012,101.5,74,27.5,2012
939,7/28/2012,135,133,2,2012
940,7/29/2012,101.5,74,27.5,2012
941,7/29/2012,135,133,2,2012
942,7/29/2012,163.5,152.5,11,2012
943,7/3/2012,97.5,74,23.5,2012
944,7/30/2012,103,74,29,2012
945,7/30/2012,135,133,2,2012
946,7/30/2012,164.5,152.5,12,2012
947,7/31/2012,99,74,25,2012
948,7/31/2012,164,152.5,11.5,2012
949,7/4/2012,98,74,24,2012
950,7/4/2012,153.5,153,0.5,2012
951,7/5/2012,98,74,24,2012
952,7/5/2012,153.5,152.5,1,2012
953,7/6/2012,98,74,24,2012
954,7/6/2012,155.5,152.5,3,2012
955,7/7/2012,94,74,20,2012
956,7/8/2012,96,74,22,2012
957,7/9/2012,94.5,74,20.5,2012
958,8/1/2012,74,74,0,2012
959,8/1/2012,134,133.5,0.5,2012
960,8/1/2012,164.5,152,12.5,2012
961,8/10/2012,105.5,74,31.5,2012
962,8/10/2012,138.5,133,5.5,2012
963,8/10/2012,167.5,152.5,15,2012
964,8/11/2012,105.5,74,31.5,2012
965,8/11/2012,137,133,4,2012
966,8/11/2012,167.5,152.5,15,2012
967,8/12/2012,105.5,74,31.5,2012
968,8/12/2012,137,133,4,2012
969,8/12/2012,167.5,151.5,16,2012
970,8/13/2012,105.5,74,31.5,2012
971,8/13/2012,136.5,133,3.5,2012
972,8/13/2012,167.5,151,16.5,2012
973,8/14/2012,105.5,74,31.5,2012
974,8/14/2012,138.5,133,5.5,2012
975,8/14/2012,167.5,151,16.5,2012
976,8/15/2012,105.5,74,31.5,2012
977,8/15/2012,138.5,133,5.5,2012
978,8/15/2012,167.5,151,16.5,2012
979,8/16/2012,105.5,74,31.5,2012
980,8/16/2012,138.5,133,5.5,2012
981,8/16/2012,167.5,151,16.5,2012
982,8/17/2012,105.5,74,31.5,2012
983,8/17/2012,138,133,5,2012
984,8/17/2012,167.5,151,16.5,2012
985,8/18/2012,105.5,74,31.5,2012
986,8/18/2012,138,133,5,2012
987,8/19/2012,99,74,25,2012
988,8/19/2012,163.5,152.5,11,2012
989,8/2/2012,92.5,74,18.5,2012
990,8/2/2012,137,133,4,2012
991,8/2/2012,167,151.5,15.5,2012
992,8/20/2012,105,74,31,2012
993,8/20/2012,166,152.5,13.5,2012
994,8/21/2012,102.5,74,28.5,2012
995,8/21/2012,165.5,152.5,13,2012
996,8/22/2012,97.5,74,23.5,2012
997,8/22/2012,168,152.5,15.5,2012
998,8/23/2012,90,74,16,2012
999,8/23/2012,164.5,152.5,12,2012
1000,8/24/2012,84,74,10,2012
1001,8/24/2012,164.5,152.5,12,2012
1002,8/25/2012,165,152.5,12.5,2012
1003,8/26/2012,165,152.5,12.5,2012
1004,8/27/2012,165,152.5,12.5,2012
1005,8/28/2012,165.5,152.5,13,2012
1006,8/29/2012,134,133.5,0.5,2012
1007,8/29/2012,165.5,151.5,14,2012
1008,8/3/2012,93,74,19,2012
1009,8/3/2012,137.5,133,4.5,2012
1010,8/3/2012,167.5,151,16.5,2012
1011,8/30/2012,137,133,4,2012
1012,8/30/2012,165.5,151.5,14,2012
1013,8/31/2012,77,74,3,2012
1014,8/31/2012,137.5,133,4.5,2012
1015,8/31/2012,165.5,151.5,14,2012
1016,8/4/2012,102,74,28,2012
1017,8/4/2012,138,133,5,2012
1018,8/4/2012,167,151,16,2012
1019,8/5/2012,87,74,13,2012
1020,8/5/2012,138,133,5,2012
1021,8/5/2012,167,151.5,15.5,2012
1022,8/6/2012,77,74,3,2012
1023,8/6/2012,136.5,133,3.5,2012
1024,8/6/2012,167,152.5,14.5,2012
1025,8/7/2012,103,74,29,2012
1026,8/7/2012,137,133,4,2012
1027,8/7/2012,167.5,152.5,15,2012
1028,8/8/2012,104,74,30,2012
1029,8/8/2012,138,133,5,2012
1030,8/8/2012,167.5,152.5,15,2012
1031,8/9/2012,104.5,74,30.5,2012
1032,8/9/2012,138,133,5,2012
1033,8/9/2012,167.5,151,16.5,2012
1034,9/1/2012,87,74,13,2012
1035,9/1/2012,138.5,133,5.5,2012
1036,9/1/2012,165.5,151.5,14,2012
1037,9/10/2012,104,74,30,2012
1038,9/10/2012,136.5,133,3.5,2012
1039,9/10/2012,167,152.5,14.5,2012
1040,9/11/2012,104,74,30,2012
1041,9/11/2012,134,133,1,2012
1042,9/11/2012,165.5,152,13.5,2012
1043,9/12/2012,104,74,30,2012
1044,9/12/2012,136,133,3,2012
1045,9/12/2012,165,151.5,13.5,2012
1046,9/13/2012,164.5,152,12.5,2012
1047,9/14/2012,164.5,152.5,12,2012
1048,9/15/2012,135.5,133,2.5,2012
1049,9/15/2012,164.5,151.5,13,2012
1050,9/16/2012,164.5,151.5,13,2012
1051,9/17/2012,137,133,4,2012
1052,9/17/2012,164.5,151.5,13,2012
1053,9/18/2012,87,74,13,2012
1054,9/18/2012,135.5,133,2.5,2012
1055,9/18/2012,164.5,151,13.5,2012
1056,9/19/2012,99,74,25,2012
1057,9/19/2012,137,132,5,2012
1058,9/19/2012,164.5,151,13.5,2012
1059,9/2/2012,94,74,20,2012
1060,9/2/2012,138.5,133,5.5,2012
1061,9/2/2012,165.5,151,14.5,2012
1062,9/20/2012,98,74,24,2012
1063,9/20/2012,137,132,5,2012
1064,9/20/2012,164.5,151,13.5,2012
1065,9/21/2012,99,74,25,2012
1066,9/21/2012,137,132,5,2012
1067,9/21/2012,164.5,151,13.5,2012
1068,9/22/2012,98,74,24,2012
1069,9/22/2012,137,132,5,2012
1070,9/22/2012,164.5,151,13.5,2012
1071,9/23/2012,100,74,26,2012
1072,9/23/2012,137.5,132,5.5,2012
1073,9/23/2012,164.5,151,13.5,2012
1074,9/24/2012,100,74,26,2012
1075,9/24/2012,138,132,6,2012
1076,9/24/2012,164.5,151,13.5,2012
1077,9/25/2012,100,74,26,2012
1078,9/25/2012,137.5,132,5.5,2012
1079,9/25/2012,164.5,151,13.5,2012
1080,9/26/2012,100,74,26,2012
1081,9/26/2012,137.5,132,5.5,2012
1082,9/26/2012,164.5,152.5,12,2012
1083,9/27/2012,100,74,26,2012
1084,9/27/2012,137.5,132,5.5,2012
1085,9/27/2012,164.5,152,12.5,2012
1086,9/28/2012,100,74,26,2012
1087,9/28/2012,137.5,132,5.5,2012
1088,9/28/2012,164.5,151.5,13,2012
1089,9/29/2012,100.5,74,26.5,2012
1090,9/29/2012,134,132,2,2012
1091,9/29/2012,164.5,151.5,13,2012
1092,9/3/2012,96,74,22,2012
1093,9/3/2012,138.5,133,5.5,2012
1094,9/3/2012,165.5,151,14.5,2012
1095,9/30/2012,100.5,74,26.5,2012
1096,9/30/2012,137,132,5,2012
1097,9/30/2012,164.5,151.5,13,2012
1098,9/4/2012,96.5,74,22.5,2012
1099,9/4/2012,138.5,133,5.5,2012
1100,9/4/2012,165.5,151,14.5,2012
1101,9/5/2012,98,74,24,2012
1102,9/5/2012,138.5,133,5.5,2012
1103,9/5/2012,165.5,151,14.5,2012
1104,9/6/2012,98,74,24,2012
1105,9/6/2012,138.5,132,6.5,2012
1106,9/6/2012,165.5,151,14.5,2012
1107,9/7/2012,98.5,74,24.5,2012
1108,9/7/2012,166,151,15,2012
1109,9/8/2012,104,74,30,2012
1110,9/8/2012,138,133,5,2012
1111,9/8/2012,166,151,15,2012
1112,9/9/2012,104,74,30,2012
1113,9/9/2012,137.5,133,4.5,2012
1114,9/9/2012,166,151,15,2012
1115,6/10/2013,87,74,13,2013
1116,6/11/2013,88.5,74,14.5,2013
1117,6/12/2013,88,74,14,2013
1118,6/13/2013,89,74,15,2013
1119,6/14/2013,90,74,16,2013
1120,6/15/2013,91,74,17,2013
1121,6/16/2013,93,74,19,2013
1122,6/17/2013,93,74,19,2013
1123,6/18/2013,93.5,74,19.5,2013
1124,6/19/2013,94.5,74,20.5,2013
1125,6/20/2013,95,74,21,2013
1126,6/21/2013,96,74,22,2013
1127,6/22/2013,96,74,22,2013
1128,6/22/2013,134,134,0,2013
1129,6/22/2013,134,134,0,2013
1130,6/23/2013,97,74,23,2013
1131,6/23/2013,135,133.5,1.5,2013
1132,6/23/2013,135,133.5,1.5,2013
1133,6/24/2013,97.5,74,23.5,2013
1134,6/24/2013,135,133,2,2013
1135,6/24/2013,135,133,2,2013
1136,6/25/2013,97.5,74,23.5,2013
1137,6/25/2013,135,133,2,2013
1138,6/25/2013,135,133,2,2013
1139,6/26/2013,98,74,24,2013
1140,6/26/2013,135,133,2,2013
1141,6/26/2013,135,133,2,2013
1142,6/27/2013,98,74,24,2013
1143,6/27/2013,135,133,2,2013
1144,6/27/2013,135,133,2,2013
1145,6/28/2013,98.5,74,24.5,2013
1146,6/28/2013,155.5,133,22.5,2013
1147,6/28/2013,133,133,0,2013
1148,6/29/2013,99,74,25,2013
1149,6/29/2013,133.5,133,0.5,2013
1150,6/29/2013,133.5,133,0.5,2013
1151,6/3/2013,77,74,3,2013
1152,6/30/2013,99,74,25,2013
1153,6/30/2013,156,151,5,2013
1154,6/4/2013,78,74,4,2013
1155,6/5/2013,81.5,74,7.5,2013
1156,6/6/2013,83,74,9,2013
1157,6/7/2013,83.5,74,9.5,2013
1158,6/8/2013,84,74,10,2013
1159,6/9/2013,85.5,74,11.5,2013
1160,7/1/2013,98.5,74,24.5,2013
1161,7/1/2013,156,151,5,2013
1162,7/10/2013,157.5,152,5.5,2013
1163,7/11/2013,87.5,74,13.5,2013
1164,7/11/2013,158,152,6,2013
1165,7/12/2013,158,152.5,5.5,2013
1166,7/13/2013,157.5,152.5,5,2013
1167,7/14/2013,157.5,152.5,5,2013
1168,7/15/2013,156,152.5,3.5,2013
1169,7/16/2013,156,152.5,3.5,2013
1170,7/17/2013,156,152.5,3.5,2013
1171,7/18/2013,156,152.5,3.5,2013
1172,7/19/2013,155.5,152.5,3,2013
1173,7/2/2013,98.5,74,24.5,2013
1174,7/2/2013,155,152,3,2013
1175,7/20/2013,155.5,152,3.5,2013
1176,7/23/2013,158,158,0,2013
1177,7/24/2013,155.5,152.5,3,2013
1178,7/25/2013,154.5,152.5,2,2013
1179,7/26/2013,154,152.5,1.5,2013
1180,7/3/2013,85,74,11,2013
1181,7/3/2013,156.5,151.5,5,2013
1182,7/4/2013,97,74,23,2013
1183,7/4/2013,157,151,6,2013
1184,7/5/2013,86.5,74,12.5,2013
1185,7/5/2013,157.5,151,6.5,2013
1186,7/6/2013,84,74,10,2013
1187,7/6/2013,157.5,151,6.5,2013
1188,7/7/2013,98.5,74,24.5,2013
1189,7/7/2013,133.5,133,0.5,2013
1190,7/7/2013,133.5,133,0.5,2013
1191,7/8/2013,98.5,74,24.5,2013
1192,7/8/2013,158,152.5,5.5,2013
1193,7/9/2013,94,74,20,2013
1194,7/9/2013,158.5,152,6.5,2013
1195,8/15/2013,156,153,3,2013
1196,8/16/2013,157.5,153,4.5,2013
1197,8/17/2013,157.5,153,4.5,2013
1198,8/18/2013,157,152,5,2013
1199,8/19/2013,157.5,152,5.5,2013
1200,8/20/2013,157.5,152,5.5,2013
1201,8/21/2013,84,74,10,2013
1202,8/21/2013,158,152,6,2013
1203,8/22/2013,86.5,74,12.5,2013
1204,8/22/2013,158.5,152,6.5,2013
1205,8/23/2013,94.5,74,20.5,2013
1206,8/23/2013,158.5,152,6.5,2013
1207,8/24/2013,94.5,74,20.5,2013
1208,8/24/2013,158,152,6,2013
1209,8/25/2013,94.5,74,20.5,2013
1210,8/25/2013,158,152,6,2013
1211,8/26/2013,94.5,74,20.5,2013
1212,8/26/2013,157.5,152,5.5,2013
1213,8/27/2013,133.5,133.5,0,2013
1214,8/27/2013,133.5,133.5,0,2013
1215,8/28/2013,133.5,133.5,0,2013
1216,8/28/2013,133.5,133.5,0,2013
1217,8/29/2013,133.5,133,0.5,2013
1218,8/29/2013,133.5,133,0.5,2013
1219,8/30/2013,133.5,133,0.5,2013
1220,8/30/2013,133.5,133,0.5,2013
1221,8/31/2013,83.5,74,9.5,2013
1222,8/31/2013,134,133,1,2013
1223,8/31/2013,134,133,1,2013
1224,8/9/2013,153.5,153.5,0,2013
1225,9/1/2013,89,74,15,2013
1226,9/1/2013,134,133,1,2013
1227,9/1/2013,134,133,1,2013
1228,9/10/2013,135.5,133,2.5,2013
1229,9/10/2013,135.5,133,2.5,2013
1230,9/11/2013,156,152,4,2013
1231,9/2/2013,92.5,74,18.5,2013
1232,9/2/2013,134.5,133,1.5,2013
1233,9/2/2013,134.5,133,1.5,2013
1234,9/3/2013,89,74,15,2013
1235,9/3/2013,134.5,133,1.5,2013
1236,9/3/2013,134.5,133,1.5,2013
1237,9/4/2013,91.5,74,17.5,2013
1238,9/4/2013,134.5,133,1.5,2013
1239,9/4/2013,134.5,133,1.5,2013
1240,9/5/2013,97.5,74,23.5,2013
1241,9/5/2013,135,133,2,2013
1242,9/5/2013,135,133,2,2013
1243,9/6/2013,97.5,74,23.5,2013
1244,9/6/2013,135,133,2,2013
1245,9/6/2013,135,133,2,2013
1246,9/7/2013,87.5,74,13.5,2013
1247,9/7/2013,135,133,2,2013
1248,9/7/2013,135,133,2,2013
1249,9/8/2013,135.5,133,2.5,2013
1250,9/8/2013,135.5,133,2.5,2013
1251,9/9/2013,135.5,133,2.5,2013
1252,9/9/2013,135.5,133,2.5,2013
1253,10/1/2014,154.5,152.5,2,2014
1254,10/10/2014,154.5,152.5,2,2014
1255,10/11/2014,154.5,152.5,2,2014
1256,10/2/2014,154.5,152.5,2,2014
1257,10/3/2014,154.5,152.5,2,2014
1258,10/4/2014,154.5,152.5,2,2014
1259,10/5/2014,154.5,152.5,2,2014
1260,10/6/2014,76.5,74,2.5,2014
1261,10/6/2014,154.5,152.5,2,2014
1262,10/7/2014,76.5,74,2.5,2014
1263,10/7/2014,154.5,152.5,2,2014
1264,10/8/2014,79,74,5,2014
1265,10/8/2014,154.5,152.5,2,2014
1266,10/9/2014,78.5,74,4.5,2014
1267,10/9/2014,154.5,152.5,2,2014
1268,6/19/2014,74.5,74,0.5,2014
1269,6/20/2014,75.5,74,1.5,2014
1270,6/21/2014,80,74,6,2014
1271,6/22/2014,80,74,6,2014
1272,6/23/2014,82,74,8,2014
1273,6/24/2014,83.5,74,9.5,2014
1274,6/25/2014,85.5,74,11.5,2014
1275,6/26/2014,86.5,74,12.5,2014
1276,6/27/2014,88,74,14,2014
1277,6/28/2014,89.5,74,15.5,2014
1278,6/29/2014,90,74,16,2014
1279,6/30/2014,91,74,17,2014
1280,7/1/2014,92,74,18,2014
1281,7/10/2014,86,74,12,2014
1282,7/11/2014,89,74,15,2014
1283,7/2/2014,93,74,19,2014
1284,7/26/2014,76.5,74,2.5,2014
1285,7/27/2014,79.5,74,5.5,2014
1286,7/28/2014,88,84,4,2014
1287,7/29/2014,88,84,4,2014
1288,7/3/2014,93.5,74,19.5,2014
1289,7/30/2014,90,74,16,2014
1290,7/4/2014,94,74,20,2014
1291,7/5/2014,95,74,21,2014
1292,7/6/2014,93.5,74,19.5,2014
1293,7/7/2014,91.5,74,17.5,2014
1294,7/8/2014,89.5,74,15.5,2014
1295,7/9/2014,87,74,13,2014
1296,9/10/2014,93.5,74,19.5,2014
1297,9/10/2014,153,152.5,0.5,2014
1298,9/11/2014,93.5,74,19.5,2014
1299,9/12/2014,93.5,74,19.5,2014
1300,9/12/2014,154,152.5,1.5,2014
1301,9/13/2014,94.5,74,20.5,2014
1302,9/13/2014,154.5,152.5,2,2014
