"Date","URM","LRM","Distance","Year"
"612",2010-08-31,156.5,152.5,4,2010
"613",2010-09-10,91.5,74,17.5,2010
"614",2010-09-10,159,152.5,6.5,2010
"615",2010-09-11,91.5,74,17.5,2010
"616",2010-09-11,159,152.5,6.5,2010
"617",2010-09-12,91.5,74,17.5,2010
"618",2010-09-12,159,152.5,6.5,2010
"619",2010-09-13,91,74,17,2010
"620",2010-09-13,158.5,152.5,6,2010
"621",2010-09-14,90.5,74,16.5,2010
"622",2010-09-14,158,152.5,5.5,2010
"623",2010-09-15,90.5,74,16.5,2010
"624",2010-09-15,158.5,152.5,6,2010
"625",2010-09-16,90.5,74,16.5,2010
"626",2010-09-16,160,152.5,7.5,2010
"627",2010-09-17,90.5,74,16.5,2010
"628",2010-09-17,160.5,152.5,8,2010
"629",2010-09-18,90.5,74,16.5,2010
"630",2010-09-18,161,152.5,8.5,2010
"631",2010-09-19,94,74,20,2010
"632",2010-09-19,160.5,152.5,8,2010
"633",2010-09-02,81,74,7,2010
"634",2010-09-20,94.5,74,20.5,2010
"635",2010-09-20,159,152.5,6.5,2010
"636",2010-09-21,93.5,74,19.5,2010
"637",2010-09-21,157.5,152.5,5,2010
"638",2010-09-22,91.5,74,17.5,2010
"639",2010-09-22,156,152.5,3.5,2010
"640",2010-09-23,90,74,16,2010
"641",2010-09-24,81,74,7,2010
"642",2010-09-03,81.5,74,7.5,2010
"643",2010-09-03,155.5,152.5,3,2010
"644",2010-09-04,79,74,5,2010
"645",2010-09-04,157.5,152.5,5,2010
"646",2010-09-05,81,74,7,2010
"647",2010-09-05,157.5,152.5,5,2010
"648",2010-09-06,84,74,10,2010
"649",2010-09-06,158,152.5,5.5,2010
"650",2010-09-07,88,74,14,2010
"651",2010-09-07,158.5,152.5,6,2010
"652",2010-09-08,90.5,74,16.5,2010
"653",2010-09-08,158.5,152.5,6,2010
"654",2010-09-09,91,74,17,2010
"655",2010-09-09,158.5,152.5,6,2010
"656",2011-10-01,94,74,20,2011
"657",2011-10-01,163,152,11,2011
"658",2011-10-18,154.5,153.5,1,2011
"659",2011-10-19,162,152.5,9.5,2011
"660",2011-10-02,94.5,74,20.5,2011
"661",2011-10-02,163,152,11,2011
"662",2011-10-20,161,152.5,8.5,2011
"663",2011-10-21,161,152.5,8.5,2011
"664",2011-10-22,87,74,13,2011
"665",2011-10-22,162.5,152.5,10,2011
"666",2011-10-23,84.5,74,10.5,2011
"667",2011-10-23,160,152.5,7.5,2011
"668",2011-10-24,87,74,13,2011
"669",2011-10-24,159.5,152.5,7,2011
"670",2011-10-25,87,74,13,2011
"671",2011-10-25,162,152.5,9.5,2011
"672",2011-10-26,86.5,74,12.5,2011
"673",2011-10-26,163,152.5,10.5,2011
"674",2011-10-27,86.5,74,12.5,2011
"675",2011-10-27,163.5,152.5,11,2011
"676",2011-10-28,84,74,10,2011
"677",2011-10-28,161,152.5,8.5,2011
"678",2011-10-29,83.5,74,9.5,2011
"679",2011-10-29,154.5,152.5,2,2011
"680",2011-10-03,94.5,74,20.5,2011
"681",2011-10-03,152,152,0,2011
"682",2011-10-30,79.5,74,5.5,2011
"683",2011-10-31,78.5,74,4.5,2011
"684",2011-10-04,94,74,20,2011
"685",2011-10-04,163,152,11,2011
"686",2011-10-05,94.5,74,20.5,2011
"687",2011-10-05,152.5,152.5,0,2011
"688",2011-10-06,155,152,3,2011
"689",2011-10-07,155,152.5,2.5,2011
"690",2011-10-08,153.5,152.5,1,2011
"691",2011-04-22,81.5,74,7.5,2011
"692",2011-04-23,79.5,74,5.5,2011
"693",2011-04-24,75,74,1,2011
"694",2011-04-25,74,74,0,2011
"695",2011-06-25,79,74,5,2011
"696",2011-06-26,82,74,8,2011
"697",2011-06-27,83,74,9,2011
"698",2011-06-28,84.5,74,10.5,2011
"699",2011-06-29,87,74,13,2011
"700",2011-06-30,89.5,74,15.5,2011
"701",2011-07-01,92.5,74,18.5,2011
"702",2011-07-10,98.5,74,24.5,2011
"703",2011-07-10,154,152.5,1.5,2011
"704",2011-07-11,99,74,25,2011
"705",2011-07-11,154.5,152.5,2,2011
"706",2011-07-12,99,74,25,2011
"707",2011-07-12,154.5,152.5,2,2011
"708",2011-07-13,99,74,25,2011
"709",2011-07-13,154.5,152.5,2,2011
"710",2011-07-14,99,74,25,2011
"711",2011-07-15,99,74,25,2011
"712",2011-07-15,154,153.5,0.5,2011
"713",2011-07-16,99,74,25,2011
"714",2011-07-16,155.5,152.5,3,2011
"715",2011-07-17,99,74,25,2011
"716",2011-07-17,156,152.5,3.5,2011
"717",2011-07-18,99,74,25,2011
"718",2011-07-18,156,152.5,3.5,2011
"719",2011-07-19,99,74,25,2011
"720",2011-07-19,157.5,152.5,5,2011
"721",2011-07-02,94,74,20,2011
"722",2011-07-20,99,74,25,2011
"723",2011-07-20,158,152.5,5.5,2011
"724",2011-07-21,99,74,25,2011
"725",2011-07-21,158,152,6,2011
"726",2011-07-22,99,74,25,2011
"727",2011-07-22,157.5,152.5,5,2011
"728",2011-07-23,99,74,25,2011
"729",2011-07-23,157.5,152,5.5,2011
"730",2011-07-24,99,74,25,2011
"731",2011-07-24,156,152,4,2011
"732",2011-07-25,99,74,25,2011
"733",2011-07-25,154,152.5,1.5,2011
"734",2011-07-26,99,74,25,2011
"735",2011-07-27,100.5,74,26.5,2011
"736",2011-07-03,95.5,74,21.5,2011
"737",2011-07-30,156,153,3,2011
"738",2011-07-31,155.5,152.5,3,2011
"739",2011-07-04,95.5,74,21.5,2011
"740",2011-07-05,96.5,74,22.5,2011
"741",2011-07-06,97.5,74,23.5,2011
"742",2011-07-07,98,74,24,2011
"743",2011-07-08,98,74,24,2011
"744",2011-07-09,98,74,24,2011
"745",2011-07-09,154,153.5,0.5,2011
"746",2011-08-01,155,152,3,2011
"747",2011-08-10,159,152,7,2011
"748",2011-08-11,92.5,74,18.5,2011
"749",2011-08-11,161,152,9,2011
"750",2011-08-12,98.5,74,24.5,2011
"751",2011-08-12,152,152,0,2011
"752",2011-08-13,98.5,74,24.5,2011
"753",2011-08-13,164,152,12,2011
"754",2011-08-14,98.5,74,24.5,2011
"755",2011-08-14,165,152,13,2011
"756",2011-08-15,100,74,26,2011
"757",2011-08-15,152.5,152.5,0,2011
"758",2011-08-16,100.5,74,26.5,2011
"759",2011-08-16,158.5,152.5,6,2011
"760",2011-08-17,101,74,27,2011
"761",2011-08-17,159.5,152.5,7,2011
"762",2011-08-18,101,74,27,2011
"763",2011-08-18,159,152.5,6.5,2011
"764",2011-08-19,84,74,10,2011
"765",2011-08-19,155,152.5,2.5,2011
"766",2011-08-20,154.5,152.5,2,2011
"767",2011-08-30,163,152.5,10.5,2011
"768",2011-08-08,157.5,152.5,5,2011
"769",2011-08-09,158.5,152.5,6,2011
"770",2011-09-01,164,152.5,11.5,2011
"771",2011-09-10,163,152.5,10.5,2011
"772",2011-09-11,163,152.5,10.5,2011
"773",2011-09-13,163,152.5,10.5,2011
"774",2011-09-15,162.5,152.5,10,2011
"775",2011-09-16,159.5,152.5,7,2011
"776",2011-09-17,162,152.5,9.5,2011
"777",2011-09-18,160,152.5,7.5,2011
"778",2011-09-19,159,152.5,6.5,2011
"779",2011-09-02,165,152.5,12.5,2011
"780",2011-09-20,162,152.5,9.5,2011
"781",2011-09-21,162,152.5,9.5,2011
"782",2011-09-22,162,152.5,9.5,2011
"783",2011-09-23,162,152.5,9.5,2011
"784",2011-09-24,162.5,152.5,10,2011
"785",2011-09-25,162.5,152.5,10,2011
"786",2011-09-27,79,77.5,1.5,2011
"787",2011-09-27,163,152,11,2011
"788",2011-09-28,84,74,10,2011
"789",2011-09-28,163,152,11,2011
"790",2011-09-29,93.5,74,19.5,2011
"791",2011-09-29,163,152.5,10.5,2011
"792",2011-09-03,165,152.5,12.5,2011
"793",2011-09-30,93.5,74,19.5,2011
"794",2011-09-30,152,152,0,2011
"795",2011-09-04,165,152.5,12.5,2011
"796",2011-09-05,163.5,152.5,11,2011
"797",2011-09-06,165,152.5,12.5,2011
"798",2011-09-07,163,152.5,10.5,2011
"799",2011-09-08,163,152.5,10.5,2011
"800",2012-10-01,100.5,74,26.5,2012
"801",2012-10-01,137.5,132,5.5,2012
"802",2012-10-01,164.5,151.5,13,2012
"803",2012-10-10,100.5,74,26.5,2012
"804",2012-10-10,137.5,132,5.5,2012
"805",2012-10-10,167.5,151,16.5,2012
"806",2012-10-11,100.5,74,26.5,2012
"807",2012-10-11,137.5,132,5.5,2012
"808",2012-10-11,167.5,151,16.5,2012
"809",2012-10-12,100.5,74,26.5,2012
"810",2012-10-12,137.5,132,5.5,2012
"811",2012-10-12,167.5,151,16.5,2012
"812",2012-10-13,99.5,74,25.5,2012
"813",2012-10-13,137.5,132,5.5,2012
"814",2012-10-13,167.5,151,16.5,2012
"815",2012-10-14,99.5,74,25.5,2012
"816",2012-10-14,137.5,132,5.5,2012
"817",2012-10-14,167.5,151,16.5,2012
"818",2012-10-15,99.5,74,25.5,2012
"819",2012-10-15,137.5,132,5.5,2012
"820",2012-10-15,167.5,152.5,15,2012
"821",2012-10-16,87.5,74,13.5,2012
"822",2012-10-16,137,132,5,2012
"823",2012-10-16,165,151.5,13.5,2012
"824",2012-10-17,86,74,12,2012
"825",2012-10-17,137,132,5,2012
"826",2012-10-17,164.5,151.5,13,2012
"827",2012-10-18,92.5,74,18.5,2012
"828",2012-10-18,137,132,5,2012
"829",2012-10-18,163.5,151.5,12,2012
"830",2012-10-19,92.5,74,18.5,2012
"831",2012-10-19,137,132,5,2012
"832",2012-10-19,163.5,151.5,12,2012
"833",2012-10-02,100.5,74,26.5,2012
"834",2012-10-02,137.5,132,5.5,2012
"835",2012-10-02,164.5,151.5,13,2012
"836",2012-10-20,92.5,74,18.5,2012
"837",2012-10-20,136.5,133,3.5,2012
"838",2012-10-20,163.5,151.5,12,2012
"839",2012-10-21,91,74,17,2012
"840",2012-10-21,136.5,133,3.5,2012
"841",2012-10-21,163,151.5,11.5,2012
"842",2012-10-22,91,74,17,2012
"843",2012-10-22,136.5,133,3.5,2012
"844",2012-10-22,163,151.5,11.5,2012
"845",2012-10-23,91,74,17,2012
"846",2012-10-23,136.5,133,3.5,2012
"847",2012-10-23,163,151.5,11.5,2012
"848",2012-10-24,90,74,16,2012
"849",2012-10-24,136.5,133,3.5,2012
"850",2012-10-24,163,151.5,11.5,2012
"851",2012-10-25,88,74,14,2012
"852",2012-10-25,136.5,133,3.5,2012
"853",2012-10-25,163,151.5,11.5,2012
"854",2012-10-26,87.5,74,13.5,2012
"855",2012-10-26,136.5,133,3.5,2012
"856",2012-10-26,163,151.5,11.5,2012
"857",2012-10-27,87.5,74,13.5,2012
"858",2012-10-27,136,133,3,2012
"859",2012-10-27,162.5,151.5,11,2012
"860",2012-10-28,87.5,74,13.5,2012
"861",2012-10-28,136,133,3,2012
"862",2012-10-28,162,151.5,10.5,2012
"863",2012-10-29,87.5,74,13.5,2012
"864",2012-10-29,136,133,3,2012
"865",2012-10-29,161,152.5,8.5,2012
"866",2012-10-03,100.5,74,26.5,2012
"867",2012-10-03,137.5,132,5.5,2012
"868",2012-10-03,164.5,151.5,13,2012
"869",2012-10-30,87,74,13,2012
"870",2012-10-30,135.5,133,2.5,2012
"871",2012-10-30,161.5,152.5,9,2012
"872",2012-10-31,87,74,13,2012
"873",2012-10-31,135,133,2,2012
"874",2012-10-31,161,152,9,2012
"875",2012-10-04,100.5,74,26.5,2012
"876",2012-10-04,137.5,132,5.5,2012
"877",2012-10-04,164.5,151.5,13,2012
"878",2012-10-05,100.5,74,26.5,2012
"879",2012-10-05,138,132,6,2012
"880",2012-10-05,164,151,13,2012
"881",2012-10-06,100.5,74,26.5,2012
"882",2012-10-06,138,132,6,2012
"883",2012-10-06,164,151,13,2012
"884",2012-10-07,100.5,74,26.5,2012
"885",2012-10-07,137.5,132,5.5,2012
"886",2012-10-07,164,151,13,2012
"887",2012-10-08,100.5,74,26.5,2012
"888",2012-10-08,137.5,132,5.5,2012
"889",2012-10-08,163.5,151,12.5,2012
"890",2012-10-09,100.5,74,26.5,2012
"891",2012-10-09,137.5,132,5.5,2012
"892",2012-10-09,167,151,16,2012
"893",2012-06-16,81.5,74,7.5,2012
"894",2012-06-17,81.5,74,7.5,2012
"895",2012-06-18,81.5,74,7.5,2012
"896",2012-06-19,83,74,9,2012
"897",2012-06-20,84,74,10,2012
"898",2012-06-21,86.5,74,12.5,2012
"899",2012-06-22,85.5,74,11.5,2012
"900",2012-06-23,89,74,15,2012
"901",2012-06-24,89.5,74,15.5,2012
"902",2012-06-25,91,74,17,2012
"903",2012-06-26,91,74,17,2012
"904",2012-06-27,91.5,74,17.5,2012
"905",2012-06-28,93,74,19,2012
"906",2012-06-29,94.5,74,20.5,2012
"907",2012-06-30,96,74,22,2012
"908",2012-07-01,96,74,22,2012
"909",2012-07-11,154,153.5,0.5,2012
"910",2012-07-15,153.5,153.5,0,2012
"911",2012-07-16,156.5,152.5,4,2012
"912",2012-07-17,157.5,152,5.5,2012
"913",2012-07-18,158.5,152.5,6,2012
"914",2012-07-19,158.5,152,6.5,2012
"915",2012-07-02,96.5,74,22.5,2012
"916",2012-07-20,81.5,74,7.5,2012
"917",2012-07-20,137,133,4,2012
"918",2012-07-20,158.5,151.5,7,2012
"919",2012-07-21,90,74,16,2012
"920",2012-07-21,136,133,3,2012
"921",2012-07-21,159,151.5,7.5,2012
"922",2012-07-22,96,74,22,2012
"923",2012-07-22,138,133,5,2012
"924",2012-07-22,162,151,11,2012
"925",2012-07-23,96,74,22,2012
"926",2012-07-23,137,133,4,2012
"927",2012-07-23,162,151,11,2012
"928",2012-07-24,98.5,74,24.5,2012
"929",2012-07-24,137,133,4,2012
"930",2012-07-24,162,151,11,2012
"931",2012-07-25,99,74,25,2012
"932",2012-07-25,138,133,5,2012
"933",2012-07-25,162,162,0,2012
"934",2012-07-26,101.5,74,27.5,2012
"935",2012-07-26,137,133,4,2012
"936",2012-07-27,101.5,74,27.5,2012
"937",2012-07-27,135.5,133,2.5,2012
"938",2012-07-28,101.5,74,27.5,2012
"939",2012-07-28,135,133,2,2012
"940",2012-07-29,101.5,74,27.5,2012
"941",2012-07-29,135,133,2,2012
"942",2012-07-29,163.5,152.5,11,2012
"943",2012-07-03,97.5,74,23.5,2012
"944",2012-07-30,103,74,29,2012
"945",2012-07-30,135,133,2,2012
"946",2012-07-30,164.5,152.5,12,2012
"947",2012-07-31,99,74,25,2012
"948",2012-07-31,164,152.5,11.5,2012
"949",2012-07-04,98,74,24,2012
"950",2012-07-04,153.5,153,0.5,2012
"951",2012-07-05,98,74,24,2012
"952",2012-07-05,153.5,152.5,1,2012
"953",2012-07-06,98,74,24,2012
"954",2012-07-06,155.5,152.5,3,2012
"955",2012-07-07,94,74,20,2012
"956",2012-07-08,96,74,22,2012
"957",2012-07-09,94.5,74,20.5,2012
"958",2012-08-01,74,74,0,2012
"959",2012-08-01,134,133.5,0.5,2012
"960",2012-08-01,164.5,152,12.5,2012
"961",2012-08-10,105.5,74,31.5,2012
"962",2012-08-10,138.5,133,5.5,2012
"963",2012-08-10,167.5,152.5,15,2012
"964",2012-08-11,105.5,74,31.5,2012
"965",2012-08-11,137,133,4,2012
"966",2012-08-11,167.5,152.5,15,2012
"967",2012-08-12,105.5,74,31.5,2012
"968",2012-08-12,137,133,4,2012
"969",2012-08-12,167.5,151.5,16,2012
"970",2012-08-13,105.5,74,31.5,2012
"971",2012-08-13,136.5,133,3.5,2012
"972",2012-08-13,167.5,151,16.5,2012
"973",2012-08-14,105.5,74,31.5,2012
"974",2012-08-14,138.5,133,5.5,2012
"975",2012-08-14,167.5,151,16.5,2012
"976",2012-08-15,105.5,74,31.5,2012
"977",2012-08-15,138.5,133,5.5,2012
"978",2012-08-15,167.5,151,16.5,2012
"979",2012-08-16,105.5,74,31.5,2012
"980",2012-08-16,138.5,133,5.5,2012
"981",2012-08-16,167.5,151,16.5,2012
"982",2012-08-17,105.5,74,31.5,2012
"983",2012-08-17,138,133,5,2012
"984",2012-08-17,167.5,151,16.5,2012
"985",2012-08-18,105.5,74,31.5,2012
"986",2012-08-18,138,133,5,2012
"987",2012-08-19,99,74,25,2012
"988",2012-08-19,163.5,152.5,11,2012
"989",2012-08-02,92.5,74,18.5,2012
"990",2012-08-02,137,133,4,2012
"991",2012-08-02,167,151.5,15.5,2012
"992",2012-08-20,105,74,31,2012
"993",2012-08-20,166,152.5,13.5,2012
"994",2012-08-21,102.5,74,28.5,2012
"995",2012-08-21,165.5,152.5,13,2012
"996",2012-08-22,97.5,74,23.5,2012
"997",2012-08-22,168,152.5,15.5,2012
"998",2012-08-23,90,74,16,2012
"999",2012-08-23,164.5,152.5,12,2012
"1000",2012-08-24,84,74,10,2012
"1001",2012-08-24,164.5,152.5,12,2012
"1002",2012-08-25,165,152.5,12.5,2012
"1003",2012-08-26,165,152.5,12.5,2012
"1004",2012-08-27,165,152.5,12.5,2012
"1005",2012-08-28,165.5,152.5,13,2012
"1006",2012-08-29,134,133.5,0.5,2012
"1007",2012-08-29,165.5,151.5,14,2012
"1008",2012-08-03,93,74,19,2012
"1009",2012-08-03,137.5,133,4.5,2012
"1010",2012-08-03,167.5,151,16.5,2012
"1011",2012-08-30,137,133,4,2012
"1012",2012-08-30,165.5,151.5,14,2012
"1013",2012-08-31,77,74,3,2012
"1014",2012-08-31,137.5,133,4.5,2012
"1015",2012-08-31,165.5,151.5,14,2012
"1016",2012-08-04,102,74,28,2012
"1017",2012-08-04,138,133,5,2012
"1018",2012-08-04,167,151,16,2012
"1019",2012-08-05,87,74,13,2012
"1020",2012-08-05,138,133,5,2012
"1021",2012-08-05,167,151.5,15.5,2012
"1022",2012-08-06,77,74,3,2012
"1023",2012-08-06,136.5,133,3.5,2012
"1024",2012-08-06,167,152.5,14.5,2012
"1025",2012-08-07,103,74,29,2012
"1026",2012-08-07,137,133,4,2012
"1027",2012-08-07,167.5,152.5,15,2012
"1028",2012-08-08,104,74,30,2012
"1029",2012-08-08,138,133,5,2012
"1030",2012-08-08,167.5,152.5,15,2012
"1031",2012-08-09,104.5,74,30.5,2012
"1032",2012-08-09,138,133,5,2012
"1033",2012-08-09,167.5,151,16.5,2012
"1034",2012-09-01,87,74,13,2012
"1035",2012-09-01,138.5,133,5.5,2012
"1036",2012-09-01,165.5,151.5,14,2012
"1037",2012-09-10,104,74,30,2012
"1038",2012-09-10,136.5,133,3.5,2012
"1039",2012-09-10,167,152.5,14.5,2012
"1040",2012-09-11,104,74,30,2012
"1041",2012-09-11,134,133,1,2012
"1042",2012-09-11,165.5,152,13.5,2012
"1043",2012-09-12,104,74,30,2012
"1044",2012-09-12,136,133,3,2012
"1045",2012-09-12,165,151.5,13.5,2012
"1046",2012-09-13,164.5,152,12.5,2012
"1047",2012-09-14,164.5,152.5,12,2012
"1048",2012-09-15,135.5,133,2.5,2012
"1049",2012-09-15,164.5,151.5,13,2012
"1050",2012-09-16,164.5,151.5,13,2012
"1051",2012-09-17,137,133,4,2012
"1052",2012-09-17,164.5,151.5,13,2012
"1053",2012-09-18,87,74,13,2012
"1054",2012-09-18,135.5,133,2.5,2012
"1055",2012-09-18,164.5,151,13.5,2012
"1056",2012-09-19,99,74,25,2012
"1057",2012-09-19,137,132,5,2012
"1058",2012-09-19,164.5,151,13.5,2012
"1059",2012-09-02,94,74,20,2012
"1060",2012-09-02,138.5,133,5.5,2012
"1061",2012-09-02,165.5,151,14.5,2012
"1062",2012-09-20,98,74,24,2012
"1063",2012-09-20,137,132,5,2012
"1064",2012-09-20,164.5,151,13.5,2012
"1065",2012-09-21,99,74,25,2012
"1066",2012-09-21,137,132,5,2012
"1067",2012-09-21,164.5,151,13.5,2012
"1068",2012-09-22,98,74,24,2012
"1069",2012-09-22,137,132,5,2012
"1070",2012-09-22,164.5,151,13.5,2012
"1071",2012-09-23,100,74,26,2012
"1072",2012-09-23,137.5,132,5.5,2012
"1073",2012-09-23,164.5,151,13.5,2012
"1074",2012-09-24,100,74,26,2012
"1075",2012-09-24,138,132,6,2012
"1076",2012-09-24,164.5,151,13.5,2012
"1077",2012-09-25,100,74,26,2012
"1078",2012-09-25,137.5,132,5.5,2012
"1079",2012-09-25,164.5,151,13.5,2012
"1080",2012-09-26,100,74,26,2012
"1081",2012-09-26,137.5,132,5.5,2012
"1082",2012-09-26,164.5,152.5,12,2012
"1083",2012-09-27,100,74,26,2012
"1084",2012-09-27,137.5,132,5.5,2012
"1085",2012-09-27,164.5,152,12.5,2012
"1086",2012-09-28,100,74,26,2012
"1087",2012-09-28,137.5,132,5.5,2012
"1088",2012-09-28,164.5,151.5,13,2012
"1089",2012-09-29,100.5,74,26.5,2012
"1090",2012-09-29,134,132,2,2012
"1091",2012-09-29,164.5,151.5,13,2012
"1092",2012-09-03,96,74,22,2012
"1093",2012-09-03,138.5,133,5.5,2012
"1094",2012-09-03,165.5,151,14.5,2012
"1095",2012-09-30,100.5,74,26.5,2012
"1096",2012-09-30,137,132,5,2012
"1097",2012-09-30,164.5,151.5,13,2012
"1098",2012-09-04,96.5,74,22.5,2012
"1099",2012-09-04,138.5,133,5.5,2012
"1100",2012-09-04,165.5,151,14.5,2012
"1101",2012-09-05,98,74,24,2012
"1102",2012-09-05,138.5,133,5.5,2012
"1103",2012-09-05,165.5,151,14.5,2012
"1104",2012-09-06,98,74,24,2012
"1105",2012-09-06,138.5,132,6.5,2012
"1106",2012-09-06,165.5,151,14.5,2012
"1107",2012-09-07,98.5,74,24.5,2012
"1108",2012-09-07,166,151,15,2012
"1109",2012-09-08,104,74,30,2012
"1110",2012-09-08,138,133,5,2012
"1111",2012-09-08,166,151,15,2012
"1112",2012-09-09,104,74,30,2012
"1113",2012-09-09,137.5,133,4.5,2012
"1114",2012-09-09,166,151,15,2012
"1115",2013-06-10,87,74,13,2013
"1116",2013-06-11,88.5,74,14.5,2013
"1117",2013-06-12,88,74,14,2013
"1118",2013-06-13,89,74,15,2013
"1119",2013-06-14,90,74,16,2013
"1120",2013-06-15,91,74,17,2013
"1121",2013-06-16,93,74,19,2013
"1122",2013-06-17,93,74,19,2013
"1123",2013-06-18,93.5,74,19.5,2013
"1124",2013-06-19,94.5,74,20.5,2013
"1125",2013-06-20,95,74,21,2013
"1126",2013-06-21,96,74,22,2013
"1127",2013-06-22,96,74,22,2013
"1128",2013-06-22,134,134,0,2013
"1129",2013-06-22,134,134,0,2013
"1130",2013-06-23,97,74,23,2013
"1131",2013-06-23,135,133.5,1.5,2013
"1132",2013-06-23,135,133.5,1.5,2013
"1133",2013-06-24,97.5,74,23.5,2013
"1134",2013-06-24,135,133,2,2013
"1135",2013-06-24,135,133,2,2013
"1136",2013-06-25,97.5,74,23.5,2013
"1137",2013-06-25,135,133,2,2013
"1138",2013-06-25,135,133,2,2013
"1139",2013-06-26,98,74,24,2013
"1140",2013-06-26,135,133,2,2013
"1141",2013-06-26,135,133,2,2013
"1142",2013-06-27,98,74,24,2013
"1143",2013-06-27,135,133,2,2013
"1144",2013-06-27,135,133,2,2013
"1145",2013-06-28,98.5,74,24.5,2013
"1146",2013-06-28,155.5,133,22.5,2013
"1147",2013-06-28,133,133,0,2013
"1148",2013-06-29,99,74,25,2013
"1149",2013-06-29,133.5,133,0.5,2013
"1150",2013-06-29,133.5,133,0.5,2013
"1151",2013-06-03,77,74,3,2013
"1152",2013-06-30,99,74,25,2013
"1153",2013-06-30,156,151,5,2013
"1154",2013-06-04,78,74,4,2013
"1155",2013-06-05,81.5,74,7.5,2013
"1156",2013-06-06,83,74,9,2013
"1157",2013-06-07,83.5,74,9.5,2013
"1158",2013-06-08,84,74,10,2013
"1159",2013-06-09,85.5,74,11.5,2013
"1160",2013-07-01,98.5,74,24.5,2013
"1161",2013-07-01,156,151,5,2013
"1162",2013-07-10,157.5,152,5.5,2013
"1163",2013-07-11,87.5,74,13.5,2013
"1164",2013-07-11,158,152,6,2013
"1165",2013-07-12,158,152.5,5.5,2013
"1166",2013-07-13,157.5,152.5,5,2013
"1167",2013-07-14,157.5,152.5,5,2013
"1168",2013-07-15,156,152.5,3.5,2013
"1169",2013-07-16,156,152.5,3.5,2013
"1170",2013-07-17,156,152.5,3.5,2013
"1171",2013-07-18,156,152.5,3.5,2013
"1172",2013-07-19,155.5,152.5,3,2013
"1173",2013-07-02,98.5,74,24.5,2013
"1174",2013-07-02,155,152,3,2013
"1175",2013-07-20,155.5,152,3.5,2013
"1176",2013-07-23,158,158,0,2013
"1177",2013-07-24,155.5,152.5,3,2013
"1178",2013-07-25,154.5,152.5,2,2013
"1179",2013-07-26,154,152.5,1.5,2013
"1180",2013-07-03,85,74,11,2013
"1181",2013-07-03,156.5,151.5,5,2013
"1182",2013-07-04,97,74,23,2013
"1183",2013-07-04,157,151,6,2013
"1184",2013-07-05,86.5,74,12.5,2013
"1185",2013-07-05,157.5,151,6.5,2013
"1186",2013-07-06,84,74,10,2013
"1187",2013-07-06,157.5,151,6.5,2013
"1188",2013-07-07,98.5,74,24.5,2013
"1189",2013-07-07,133.5,133,0.5,2013
"1190",2013-07-07,133.5,133,0.5,2013
"1191",2013-07-08,98.5,74,24.5,2013
"1192",2013-07-08,158,152.5,5.5,2013
"1193",2013-07-09,94,74,20,2013
"1194",2013-07-09,158.5,152,6.5,2013
"1195",2013-08-15,156,153,3,2013
"1196",2013-08-16,157.5,153,4.5,2013
"1197",2013-08-17,157.5,153,4.5,2013
"1198",2013-08-18,157,152,5,2013
"1199",2013-08-19,157.5,152,5.5,2013
"1200",2013-08-20,157.5,152,5.5,2013
"1201",2013-08-21,84,74,10,2013
"1202",2013-08-21,158,152,6,2013
"1203",2013-08-22,86.5,74,12.5,2013
"1204",2013-08-22,158.5,152,6.5,2013
"1205",2013-08-23,94.5,74,20.5,2013
"1206",2013-08-23,158.5,152,6.5,2013
"1207",2013-08-24,94.5,74,20.5,2013
"1208",2013-08-24,158,152,6,2013
"1209",2013-08-25,94.5,74,20.5,2013
"1210",2013-08-25,158,152,6,2013
"1211",2013-08-26,94.5,74,20.5,2013
"1212",2013-08-26,157.5,152,5.5,2013
"1213",2013-08-27,133.5,133.5,0,2013
"1214",2013-08-27,133.5,133.5,0,2013
"1215",2013-08-28,133.5,133.5,0,2013
"1216",2013-08-28,133.5,133.5,0,2013
"1217",2013-08-29,133.5,133,0.5,2013
"1218",2013-08-29,133.5,133,0.5,2013
"1219",2013-08-30,133.5,133,0.5,2013
"1220",2013-08-30,133.5,133,0.5,2013
"1221",2013-08-31,83.5,74,9.5,2013
"1222",2013-08-31,134,133,1,2013
"1223",2013-08-31,134,133,1,2013
"1224",2013-08-09,153.5,153.5,0,2013
"1225",2013-09-01,89,74,15,2013
"1226",2013-09-01,134,133,1,2013
"1227",2013-09-01,134,133,1,2013
"1228",2013-09-10,135.5,133,2.5,2013
"1229",2013-09-10,135.5,133,2.5,2013
"1230",2013-09-11,156,152,4,2013
"1231",2013-09-02,92.5,74,18.5,2013
"1232",2013-09-02,134.5,133,1.5,2013
"1233",2013-09-02,134.5,133,1.5,2013
"1234",2013-09-03,89,74,15,2013
"1235",2013-09-03,134.5,133,1.5,2013
"1236",2013-09-03,134.5,133,1.5,2013
"1237",2013-09-04,91.5,74,17.5,2013
"1238",2013-09-04,134.5,133,1.5,2013
"1239",2013-09-04,134.5,133,1.5,2013
"1240",2013-09-05,97.5,74,23.5,2013
"1241",2013-09-05,135,133,2,2013
"1242",2013-09-05,135,133,2,2013
"1243",2013-09-06,97.5,74,23.5,2013
"1244",2013-09-06,135,133,2,2013
"1245",2013-09-06,135,133,2,2013
"1246",2013-09-07,87.5,74,13.5,2013
"1247",2013-09-07,135,133,2,2013
"1248",2013-09-07,135,133,2,2013
"1249",2013-09-08,135.5,133,2.5,2013
